title;last_response;responses;views;link;categorie;date;first_post
Återupptagit fysikstudier, klarar inte av programmeringen. Vad göra? [/Mod.];2017-09-06;16;2245;https://www.flashback.org/t2870470;Utbildning och studier;2017-09-05;"Hej!

Har precis börjat fysik programmet, förra året hoppade jag av samma utbildning pga depression. Nu när jag studerar igen har jag tagit pluggandet på allvar, pluggar nu varje dag 2-4 timmar utanför skolan oavsett vilket dag. Hittills har det gått bra (min 2:a vecka nu), matematiken har jag inte pluggat på 1 år men jag lär mig ordentligt nu när jag är seriös. 

Problemet är programmering. Jag förstår inte varför övriga studenter i min klass kan klara det utan problem, oavsett hur mycket jag pluggar Matlab programmering sker det inga framsteg. Jag klarar inte av att lösa uppgifterna, övriga studenter kan göra det hur lätt som helst.

Med tanke på hur viktigt programmering är inom Fysik, vad fan är poängen i att utbilda sig inom detta område ifall man inte kan programmering? Lika bra att hoppa av? Det får matte och fysik att se ut som ett skämt. Kan inte plugga naturvetenskap eller ingenjörsutbildningar eftersom programmering är oerhört viktigt.

Jag vill verkligen inte hoppa av igen, då är det repet som gäller helt enkelt. Vad gör man? Verkar som att jag saknar problemlösningsförmågor, det är något som tar tid att lära upp, trots att jag klarar matten utan stora besvär (är ju besvärande men framsteg sker). Några förslag?

Jag har försökt att ""reverse engineera"" scripter och likande för att se hur de fungerar, det verkar vara mitt favorit sätt att lära mig på däremot utvecklas knappt problemlösningsförmågorna."
Matematik på Facebook?;2017-09-02;2;532;https://www.flashback.org/t2868714;Utbildning och studier;2017-08-30;"Tips på bra matematikgrupper på Facebook? (Matte b,c,d,e)
Liknande - Högskoleprovet de starkas genväg etc.

Eller om man kan chatta med ''lärare'' på något enkelt sätt"
Hjälp angående matematik Högskoleingenjör.;2017-08-25;6;627;https://www.flashback.org/t2866624;Utbildning och studier;2017-08-22;"Hej!

Tog studenten 2010 och har inte haft någon användning utav matematiken sedan dess. Var aldrig i något behov utav studera under mina yngre år då jag alltid lyckades plocka ett godkänt utan att lägga ned någon tid utöver lektioner i gymnasiet. Var riktigt lat och spelade hellre wow på fritiden.

Insåg nu efter att ha hoppat på datatekniksutbildningen att man är riktigt trög och ingenting sitter längre. Lyckas ta mig igenom vissa uppgifter med de metoder som krävs. Kämpar med introduktionsmatematiken men jag vet vad som väntar runt hörnet när den ""riktiga"" matematiken linjär algebra hoppar igång.

Vad har ni för tips, vart ska man börja? Tänk er att ni någon gång har läst matte a, b, c och d men ni kommer knappt ihåg något. Jag vet hur paranteser fungerar, har lärt mig kvadrering och konjugatregeln på nytt. Just nu känner jag att jag skulle vilja läsa matte a på nytt och sen stegra därifrån. Känns alltid som att jag det är något jag har missat eller något jag inte förstår pga att grunden inte sitter. 

Någon som har riktigt bra tips på vart specifikt man absolut bör börja? Något man absolut måste hålla järnkoll på?
Vilka matematiska grunder anser ni att jag behöver för att underlätta svårare matteuppgifter vid en ingenjörsutbildning?

Kommer uppdatera här hur det går.

Ha en trevlig kväll!"
Rädd över att misslyckas med programmering (studerar Fysik).;2017-08-17;6;666;https://www.flashback.org/t2864760;Utbildning och studier;2017-08-16;"Jag är verkligen väldigt dålig gällande datoranvändning, pratar just nu om Matlab. Jag vet inte hur jag ska göra för att bli bättre.

Programmering är något jag enkelt kan ligga efter då det är väldigt svårt, vad ska jag göra?

Jag har inga problem med Fysik och Matematik, däremot är programmering ett helvete för mig.

Blir stressad väldigt snabbt och misslyckar ännu mer med programmering.

Förslag?"
Datalogi flum eller seriöst?;2017-08-13;11;608;https://www.flashback.org/t2863390;Utbildning och studier;2017-08-12;"Lite förvånande att låg intagningspoäng (kanske tom att alla som sökte kom in?). Jag kom in via reserv dock och jag hade bara3;or på gymnasiet. Ok 4 i bild hade jag men annars 3;or någon 2;a tror jag även slank in. 

De andra programmeringsutbildningarna så stod jag typ i köplats 67 eller liknande dvs galet högt. Är programmeringen inte lika seriös på datalogi utan man fokuserar på matematiken mer? Om det vore fallet varför (jag ställer frågan inte direkt som att jag förväntar mig ett givet svar) var jag då 16 reserv på kandidatprogrammet i matematik. Jag är inte på något sätt missnöjd med att ha kommit in på datalogi, men kanske någon som läser det kan ge mig svaren? Matematiken verkar vara hyfsat hanterbar i början om man anstränger sig men hur är det med programmeringen? Jag har aldrig kodat i hela mitt liv men jag har läst en del diskret matematik som är min förhoppning att inte få panik första läseråret. Någon som läser programmet?"
Passar civilingenjör inom datateknik mig?;2017-08-02;13;1336;https://www.flashback.org/t2858405;Utbildning och studier;2017-07-25;"Vill läsa civilingenjör datateknik i Lund nästa år (KTH är också ett alternativ, dessvärre inte Linköping eller Göteborg) men börjar tveka alltmer om det verkligen är rätt inriktning. 

En av de främsta anledningarna till att jag vill studera är faktiskt för att träffa och lära känna nytt folk, vill lära känna lite mer likasinnade personer som har något innanför pannbenet och även lite vilja och ambitioner i livet. Blir deprimerad varje gång jag åker hem till min hemstad och ser alla personer som en gång varit ens polare  

Jag är en person som alltid presterat högre än average men ändå aldrig varit någon ""straight A student"". Alltid haft matte som favoritämne. Väldigt utåtriktad, glad, social m.m. En rödgul personlighetsprofil (D/I). Stort intresse i samhällsfrågor, sport, sociala sammanhang osv. 

Min bild är att det tyvärr främst är introverta ""datanördar"" som söker sig till datateknik. Kan leva med att kille/tjej-ration är rätt kass, för antar att man lär träffa tjejer på andra ställen än på föreläsningar. Men hur ser det ut i övriga aspekter? 

Funderar på om Industriell Ekonomi skulle passa mig bättre egentligen.. Men tveksamt om jag klarar att skriva ett HP-resultat så mycket högre än ~1,4 (som krävs för D. Krävs högre för I). 

Era tankar?"
Matematik 3b distans göteborgs Komvux (Vilken utbildning bör jag välja?);2017-07-31;1;190;https://www.flashback.org/t2860047;Utbildning och studier;2017-07-31;"Hej,

jag planerar att läsa programvaruteknik på Universitetet hösten nästa år, kommer således behöva läsa upp min matematik - då det är krav på att ha läst matematik 3b eller 3c.

Jag kommer läsa på distans och då finns de tre alternativen: Folkuniversitetet, Eductus, samt Hermods.

Då jag aldrig läst på komvux tidigare och enbart hört talas om folkuniversitetet undrar jag ifall någon här har tidigare erfarenhet eller kan råda mig vilken av dessa tre jag bör välja?

Egentligen studerar jag ganska bra på eget håll så huvudsak är egentligen enkelhet i kommunikation med skolan och kanske framförallt få krav på närvaro (dvs närvaro vid få tillfällen), då jag spenderar mycket tid utomlands.

Tacksam för svar."
Matematik c;2017-07-28;10;552;https://www.flashback.org/t2857985;Utbildning och studier;2017-07-23;"Ok jag läste matte A och B på gymnasiet.
Nu är det så att jag eventuellt är sugen på att hoppa på ett ekonomiprogram. Men då måste jag även ha Matte  C.

Ska jag vara helt ärlig så klarar jag knappt lillbrors mattematikböcker så jag antar att jag behöver gå någon repetitionskurs. Eller så kör jag bara något på nätet.

Hur fan läser man upp en enstaka kurs på enklast & billigast sätt?"
Biomedicinska analytikerprogrammet Malmö;2017-07-28;6;400;https://www.flashback.org/t2858562;Utbildning och studier;2017-07-25;"Hej,
Är det någon här som ska studera eller gör det redan på biomedicinska analytikerprogrammet på Malmö högskola? 

Jag funderar på att läsa till bma, och det skulle i så fall bli Malmö för min del. Kan någon säga lite mer om själva utbildningen? Hur svårt är det att komma in? (Har för tillfället 0,65 i HP men ska göra HP till hösten samt våren och söka in till programmet hösten 2018, för jag saknar just nu behörighet). Hur är programmet och upplägget? Är det många salstentor eller mer labbar, hemtentor etc? Är lärarna bra? Praktiken? Berätta gärna hur nu upplever skolan!

Och hur var ert HP-resultat när ni sökte in? Kom ni in direkt eller reserv? Isåfall fall, många som hoppat av i början och reserver kallats in?

Jag hittar nämligen inget när jag googlar om detta program i Malmö, så därför vänder jag mig till er"
Vilket programmeringspråk bör jag lära mig? [/Mod.];2017-07-27;18;836;https://www.flashback.org/t2858173;Utbildning och studier;2017-07-24;"Tjena mörs alla som hänger på flashback, jag har bestämt mig för att jag vill börja koda, men jag vet inte vilket språk som är mest användbart, jag har inga förkunskaper men har iallafall bestämt mig för att jag vill lära mig och det är alltid första steget.

Så min fråga är väl vilket språk är roligast/enklast/ger mest jobb osv helt enkelt era egna tankar och erfarenheter, jag har väl ingen bestämd bild utav exakt vad inom programmering jag vill jobba med utan kan nog vara lite vad som helst, en dag vill man väl kunna bygga program helt ifrån grunden men man måste lära sig krypa innan man kan gå så en utbildning känns som en bra början men behöver lite guidning på vägen. :-)"
Svårt att välja antagning till HT17, högskoleingenjör eller datavetenskap;2017-07-26;13;855;https://www.flashback.org/t2854983;Utbildning och studier;2017-07-11;"Tjenare FB!

Nu har jag äntligen börjat ta tag i studerandet då jag tröttnade på att stå på industri dagarna i ända. Har nu under våren pluggat på en teknisk bastermin med behörighetsgivande kurser Fysik 1,2 och Kemi 1 och Matte 3c. Var kämpigt i början då det var längesen jag gick ut gymnasiet (född 1992). Gick på gymnasiet marinteknik , linje som var mer praktisk lagd med inriktning båtbygge. Har alltid haft ett helt okej läshuvud och basterminen har flutit på ganska bra här i vår.

Nu till den relevanta frågan, jag har då läst basterminen på Högskolan i Skövde och kommer fortsätta mina studier där. Har sökt till Högskoleingenjör - Bred ingång med garantiplats och även sökt via antagning.se Datavetenskap - Systemutveckling som förstahandsval och Systemvetenskap som andrahandsval. Ansökningarna till Högskoleingenjör går parallelelt med ansökningarna via antagning.se, så har väl egentligen skjutit upp valet lite. 

Info om utbildningarna kommer i form av länkar här nedan:
Högskoleingenjör - Bred ingång (Man väljer inriktning andra året, Maskin-, Design- eller produktionsingenjör)
http://his.se/Utbildning/Hitta-utbil...r-bred-ingang/

Datavetenskap - Inriktning Systemutveckling
http://his.se/Utbildning/Hitta-utbil...temutveckling/

Systemvetenskap
http://his.se/Utbildning/Hitta-utbil...stemvetenskap/

Jag själv som individ är väldigt utåtriktad och tekniskt lagd. Har alltid haft ett intresse för teknik. Har inga problem med t.ex. Kundkontakt och planera/arbeta i grupp. 

Har ni några synpunkter på vad utbildningarna ger, kanske läser ni liknande program? Berätta synpunkter etc! Även synen på jobb och lönemässigt."
Klarar alla matematik 4/E om man verkligen försöker lära sig?;2017-07-20;51;3944;https://www.flashback.org/t2855519;Utbildning och studier;2017-07-13;Klarar alla matematik 4/E om man verkligen försöker lära sig? Vad tror ni? Eller kräver det högre intelligens än genomsnittet?
Magisterprogram i social analys av ekonomi och organisation - Företagsekonomi;2017-07-20;1;171;https://www.flashback.org/t2857199;Utbildning och studier;2017-07-20;"Hej 
Jag blev antagen till Magisterprogram i social analys av ekonomi och organisation - Företagsekonomi, i Uppsala universitetet .
Jag undrar vad jag kan arbeta med eller som , efter att jag har avslutat mina studier !!"
För att klara Kemi 2, Biologi 2 och Fysik 2... Vilken nivå i Matematik krävs?;2017-07-16;12;513;https://www.flashback.org/t2855481;Utbildning och studier;2017-07-13;För att klara Kemi 2, Biologi 2 och Fysik 2... Vilken nivå i Matematik krävs?
Vilka universitetsprogram kan man läsa med bara matematik 2/B?;2017-07-15;6;380;https://www.flashback.org/t2855952;Utbildning och studier;2017-07-15;"Vilka universitetsprogram kan man läsa med bara matematik 2/B?

För att bli antagen till det programmet måste man ha över 1.0 hp, har ni tips bortsett från juristprogrammet, psykologprogrammet, socionomprogrammet och sjuksköterskeprogrammet?"
